date,commodity
1/5/2016,820.24
1/4/2016,811.9
12/31/2015,825.96
12/30/2015,822.37
12/29/2015,818.39
12/28/2015,806.16
12/25/2015,818.93
12/24/2015,816.5
12/23/2015,820.43
12/22/2015,821.7
12/21/2015,821.29
12/18/2015,809.86
12/17/2015,798.37
12/16/2015,804.02
12/15/2015,802.18
12/14/2015,810.05
12/11/2015,808.58
12/10/2015,789.71
12/9/2015,793.45
12/8/2015,789.64
12/7/2015,806.66
12/4/2015,791.87
12/3/2015,787.69
12/2/2015,799.35
12/1/2015,798.12
11/30/2015,792.32
11/27/2015,802.25
11/26/2015,805.21
11/25/2015,790.6
11/24/2015,776.52
11/23/2015,768.41
11/20/2015,793.17
11/19/2015,792.01
11/18/2015,798.75
11/17/2015,802.57
11/16/2015,818.75
11/13/2015,822.95
11/12/2015,836.48
11/11/2015,832.05
11/10/2015,842.14
11/9/2015,844.17
11/6/2015,850.85
11/5/2015,853.1
11/4/2015,866.21
11/3/2015,859.13
11/2/2015,862.72
10/30/2015,867.04
10/29/2015,874.65
10/28/2015,873.17
10/27/2015,878.9
10/26/2015,874.87
10/23/2015,888.45
10/22/2015,881.39
10/21/2015,875.17
10/20/2015,880.24
10/19/2015,884.28
10/16/2015,891.09
10/15/2015,898.67
10/14/2015,909.93
10/13/2015,912.99
10/12/2015,919.69
10/9/2015,917.25
10/8/2015,894.79
9/30/2015,885.85
9/29/2015,873.15
9/28/2015,884.19
9/25/2015,896.35
9/24/2015,893.95
9/23/2015,894.13
9/22/2015,906.91
9/21/2015,914.83
9/18/2015,920.38
9/17/2015,926.08
9/16/2015,926.99
9/15/2015,916.11
9/14/2015,923.02
9/11/2015,932.3
9/10/2015,930.92
9/9/2015,929.02
9/8/2015,905.02
9/7/2015,901.08
9/2/2015,896.85
9/1/2015,899.68
8/31/2015,899.03
8/28/2015,902.76
8/27/2015,891.07
8/26/2015,883.34
8/25/2015,882.05
8/24/2015,882.25
8/21/2015,905.9
8/20/2015,902.47
8/19/2015,908.39
8/18/2015,907.28
8/17/2015,917.06
8/14/2015,917.86
8/13/2015,926.15
8/12/2015,921.9
8/11/2015,915.73
8/10/2015,899.55
8/7/2015,894.88
8/6/2015,895.8
8/5/2015,900.73
8/4/2015,900.68
8/3/2015,894.38
7/31/2015,905.58
7/30/2015,911.09
7/29/2015,917.46
7/28/2015,903.88
7/27/2015,901.44
7/24/2015,904.54
7/23/2015,923.77
7/22/2015,925.86
7/21/2015,942.31
7/20/2015,934.18
7/17/2015,941.67
7/16/2015,945.43
7/15/2015,949.61
7/14/2015,940.1
7/13/2015,933.21
7/10/2015,941
7/9/2015,938.28
7/8/2015,897.22
7/7/2015,934.61
7/6/2015,951.3
7/3/2015,980.49
7/2/2015,977.2
7/1/2015,972.11
6/30/2015,968.98
6/29/2015,980.67
6/26/2015,978.93
6/25/2015,973.12
6/24/2015,980.22
6/23/2015,975.06
6/19/2015,971.94
6/18/2015,975.83
6/17/2015,973.24
6/16/2015,978.75
6/15/2015,979.16
6/12/2015,984.27
6/11/2015,1002.2
6/10/2015,1004.63
6/9/2015,1000.5
6/8/2015,999.49
6/5/2015,995
6/4/2015,1004.75
6/3/2015,1006.56
6/2/2015,1011.54
6/1/2015,1008.37
5/29/2015,1018.57
5/28/2015,1016.92
5/27/2015,1016.44
5/26/2015,1016.72
5/25/2015,1017.54
5/22/2015,1025.71
5/21/2015,1024.54
5/20/2015,1016.71
5/19/2015,1037.47
5/18/2015,1047.11
5/15/2015,1046.96
5/14/2015,1047.05
5/13/2015,1052.71
5/12/2015,1045.14
5/11/2015,1048.74
5/8/2015,1049.12
5/7/2015,1050.07
5/6/2015,1058.32
5/5/2015,1048.39
5/4/2015,1047.74
4/30/2015,1022.62
4/29/2015,1010.18
4/28/2015,1014
4/27/2015,1013.26
4/24/2015,998.59
4/23/2015,990.95
4/22/2015,995.77
4/21/2015,995.81
4/20/2015,1000.12
4/17/2015,996.8
4/16/2015,991.27
4/15/2015,983.16
4/14/2015,979.49
4/13/2015,991.94
4/10/2015,986.52
4/9/2015,983.7
4/8/2015,989.36
4/7/2015,990.04
4/3/2015,986.16
4/2/2015,991.21
4/1/2015,986.57
3/31/2015,987.17
3/30/2015,995.5
3/27/2015,996.69
3/26/2015,1000.37
3/25/2015,995.65
3/24/2015,1000.69
3/23/2015,995.61
3/20/2015,965.78
3/19/2015,961.51
3/18/2015,958.07
3/17/2015,973.82
3/16/2015,979.54
3/13/2015,981.47
3/12/2015,978.71
3/11/2015,967.94
3/10/2015,969.29
3/9/2015,972.8
3/6/2015,971.94
3/5/2015,978.88
3/4/2015,981.99
3/3/2015,984.01
3/2/2015,997.49
2/27/2015,988.71
2/26/2015,985.13
2/25/2015,972.6
2/17/2015,976.34
2/16/2015,977.29
2/13/2015,954.09
2/12/2015,953.33
2/11/2015,956.86
2/10/2015,958.69
2/9/2015,962.89
2/6/2015,951.09
2/5/2015,953.19
2/4/2015,954.23
2/3/2015,946.54
2/2/2015,936.58
1/30/2015,916.06
1/29/2015,923.32
1/28/2015,929.88
1/27/2015,937.58
1/26/2015,920.64
1/23/2015,945.9
1/22/2015,956.11
1/21/2015,950.3
1/20/2015,946.69
1/19/2015,956
1/16/2015,943.49
1/15/2015,941.61
1/14/2015,941.8
1/13/2015,970.7
1/12/2015,990.28
1/9/2015,994.9
1/8/2015,1002.32
1/7/2015,1002.03
1/6/2015,1006.14
1/5/2015,1006.89
12/31/2014,1023.03
12/30/2014,1013.51
12/29/2014,1005.33
12/26/2014,1007.35
12/25/2014,1009.27
12/24/2014,1008.19
12/23/2014,1006.5
12/22/2014,1014.03
12/19/2014,1007.41
12/18/2014,1002.88
12/17/2014,1009.3
12/16/2014,1015.25
12/15/2014,1030.42
12/12/2014,1023.95
12/11/2014,1026.66
12/10/2014,1021.7
12/9/2014,1015.59
12/8/2014,1017.29
12/5/2014,1022.86
12/4/2014,1026.32
12/3/2014,1008.34
12/2/2014,1010.86
12/1/2014,995.82
11/28/2014,1024.22
11/27/2014,1032.48
11/26/2014,1027.35
11/25/2014,1046.54
11/24/2014,1044.91
11/21/2014,1043.06
11/20/2014,1040.8
11/19/2014,1039.59
11/18/2014,1043.55
11/17/2014,1046.01
11/14/2014,1040.23
11/13/2014,1047.57
11/12/2014,1047.53
11/11/2014,1041
11/10/2014,1048.45
11/7/2014,1041.3
11/6/2014,1032.21
11/5/2014,1026.43
11/4/2014,1050.97
11/3/2014,1048.34
10/31/2014,1059.27
10/30/2014,1054.32
10/29/2014,1057.32
10/28/2014,1049.25
10/27/2014,1041.51
10/24/2014,1050.24
10/23/2014,1044.12
10/22/2014,1040.15
10/21/2014,1031.63
10/20/2014,1033.67
10/17/2014,1021.46
10/16/2014,1030.64
10/15/2014,1045.77
10/14/2014,1043.8
10/13/2014,1037.88
10/10/2014,1025.41
10/9/2014,1038.42
10/8/2014,1036.4
9/30/2014,1041.2
9/29/2014,1033.6
9/26/2014,1038.92
9/25/2014,1034.14
9/24/2014,1034.78
9/23/2014,1038.9
9/22/2014,1036.54
9/19/2014,1056.83
9/18/2014,1067.92
9/17/2014,1076.72
9/16/2014,1064.09
9/15/2014,1060.11
9/12/2014,1062.12
9/11/2014,1054.16
9/10/2014,1065.44
9/9/2014,1074.68
9/5/2014,1087.76
9/4/2014,1086.2
9/3/2014,1088.67
9/2/2014,1090.28
9/1/2014,1084.52
8/29/2014,1088.31
8/28/2014,1095.9
8/27/2014,1098.93
8/26/2014,1102.36
8/25/2014,1104.37
8/22/2014,1107.26
8/21/2014,1098.81
8/20/2014,1086.96
8/19/2014,1086.29
8/18/2014,1079.69
8/15/2014,1079.93
8/14/2014,1080.82
8/13/2014,1090.32
8/12/2014,1098.97
8/11/2014,1103.16
8/8/2014,1101.12
8/7/2014,1102.4
8/6/2014,1100.66
8/5/2014,1113.95
8/4/2014,1109.85
8/1/2014,1112.51
7/31/2014,1115.71
7/30/2014,1110.75
7/29/2014,1121.13
7/28/2014,1115.13
7/25/2014,1120.1
7/24/2014,1113.78
7/23/2014,1103.65
7/22/2014,1101.95
7/21/2014,1095.32
7/18/2014,1098.69
7/17/2014,1103.51
7/16/2014,1110.73
7/15/2014,1112.03
7/14/2014,1112.73
7/11/2014,1116.24
7/10/2014,1111.77
7/9/2014,1117.61
7/8/2014,1124.19
7/7/2014,1118.16
7/4/2014,1131.96
7/3/2014,1128.73
7/2/2014,1117.41
7/1/2014,1119.38
6/30/2014,1111.84
6/27/2014,1113.47
6/26/2014,1116.27
6/25/2014,1107.98
6/24/2014,1107.39
6/23/2014,1110.24
6/20/2014,1095.71
6/19/2014,1080.75
6/18/2014,1080.12
6/17/2014,1080.92
6/16/2014,1079.96
6/13/2014,1075.03
6/12/2014,1068.64
6/11/2014,1076.12
6/10/2014,1070.31
6/9/2014,1068.85
6/6/2014,1079.78
6/5/2014,1081
6/4/2014,1077.58
6/3/2014,1085.99
5/30/2014,1086.56
5/29/2014,1085.58
5/28/2014,1092.93
5/27/2014,1091.43
5/26/2014,1098.67
5/23/2014,1090.87
5/22/2014,1082.93
5/21/2014,1076.7
